31	1	2	1	0	1	1	0	1	1	1	0	1	1	1	1	2	1	1	0	0	1	1	1	1	1	0	1	1	1	0	1	0	0	1	1	1	1
32	1	2	1	1	1	1	0	1	1	1	1	1	1	1	0	1	0	0	1	0	1	1	1	1	2	1	1	0	1	1	1	1	1	1	1	1	1
33	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	1	2	1	1	0	1	1
34	1	1	1	1	1	0	0	1	2	0	1	1	1	0	1	1	1	0	1	0	1	0	1	1	0	0	0	0	0	1	0	0	1	0	0	1	1
35	1	0	1	1	0	0	1	0	0	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	0	0	0
36	0	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	0	0	0	0	0	1	1	1	0	0	1	0
37	1	1	1	1	1	0	1	1	1	1	2	1	0	1	0	0	1	2	0	0	0	1	0	1	1	1	1	1	1	1	0	1	1	0	1	0	1
38	0	1	1	1	1	0	1	1	1	1	1	0	2	1	1	1	1	1	0	1	1	1	1	0	0	0	1	0	0	1	1	2	1	0	1	2	1
39	1	1	1	1	0	1	0	1	0	1	1	1	1	1	0	1	1	0	0	0	1	1	0	1	1	2	1	1	1	1	1	1	1	1	1	1	1
40	1	1	1	0	0	0	1	1	1	1	2	1	1	1	1	1	1	1	1	0	0	0	0	0	1	1	1	1	1	1	1	1	0	1	0	1	1
41	1	1	1	1	1	1	1	1	0	2	1	1	1	1	1	1	0	1	1	1	1	0	2	0	0	1	0	0	1	1	1	1	2	0	1	1	0
42	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	2	1	0	1	1	1	0	1	1	1	0	1	2	1	0	1	0	2	0	1	1	0
43	1	1	1	1	0	0	1	2	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	0	0	0	0	0	0	0	1	1	0	0	1	0	1
44	1	1	0	2	0	1	1	1	1	1	1	1	2	2	0	1	0	1	1	1	2	1	1	1	0	1	1	0	0	0	1	1	1	1	1	2	1
45	1	1	1	1	1	1	1	0	1	1	1	2	1	0	1	1	1	1	2	1	1	1	2	1	0	1	1	1	0	1	1	0	0	0	1	1	1
46	0	1	1	1	0	1	0	0	1	1	0	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	0	1
47	1	1	1	1	1	1	1	1	1	0	1	1	0	0	2	0	1	0	0	1	1	0	0	1	1	1	1	0	1	1	1	1	0	1	1	1	1
48	1	1	1	2	0	1	0	1	1	0	1	1	1	0	0	1	1	0	1	1	1	0	1	1	1	0	0	1	0	0	1	1	1	2	2	0	1
49	1	0	1	0	1	1	1	1	1	1	0	0	2	1	0	1	0	2	1	0	0	1	1	1	1	0	1	0	1	0	1	1	1	1	0	1	0
50	0	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	0	1	0	1	1	1	1	0	1	1	0	1	1	1	1	0	0	1	1
51	1	0	1	0	1	0	1	1	1	1	0	0	1	1	0	1	1	0	2	2	1	1	2	1	1	1	1	1	1	1	0	0	1	1	1	1	1
52	1	1	0	1	0	0	1	1	0	1	0	1	1	0	2	1	1	0	1	2	1	0	0	0	0	1	1	1	1	1	1	1	1	0	1	1	0
53	0	1	1	0	0	1	1	1	0	1	1	1	1	0	1	1	1	0	1	1	1	1	0	1	0	1	0	1	1	1	1	1	2	1	2	1	2
54	1	0	1	1	0	1	0	1	1	0	0	1	2	1	1	0	1	1	0	0	0	1	1	1	0	1	1	1	1	0	1	1	1	0	1	1	1
55	0	0	0	1	1	1	1	1	1	1	1	0	2	1	1	0	1	1	0	1	1	1	2	1	0	0	1	1	1	0	1	0	1	2	1	1	1
56	1	1	1	0	2	2	1	1	0	1	1	1	0	1	0	0	1	0	1	1	1	0	0	2	1	0	1	1	1	1	0	1	1	0	0	1	0
57	0	0	1	1	0	1	1	1	1	1	0	1	0	1	0	1	0	1	1	0	1	1	0	1	1	1	1	0	0	1	1	1	1	1	1	0	1
58	0	2	1	1	1	1	1	1	2	0	1	0	0	0	0	1	1	0	1	1	1	1	1	1	0	1	0	1	1	1	1	0	0	0	1	1	1
59	1	0	1	0	1	0	0	1	0	1	1	1	1	0	1	1	1	1	2	1	1	1	1	0	0	1	1	1	1	0	1	1	1	1	1	1	1
60	1	1	1	2	1	1	1	1	0	0	1	1	1	0	0	1	0	1	1	2	0	1	1	1	1	1	0	1	1	0	1	0	1	1	1	1	1
61	1	0	0	0	1	0	1	0	0	1	1	0	2	1	0	1	1	1	1	1	1	1	0	1	0	1	0	1	0	1	1	0	2	1	0	1	2
62	0	0	1	1	1	0	0	1	1	1	1	0	0	0	1	0	2	0	1	1	1	2	0	2	2	1	0	2	0	0	1	1	1	0	1	2	2
63	0	1	1	1	0	0	0	0	1	1	1	1	0	0	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	1	1	1	1	1	1	0
64	1	0	1	1	0	2	0	1	1	1	0	1	1	1	1	1	1	0	1	0	1	1	0	1	1	0	0	0	1	1	1	1	0	1	0	1	1
65	1	1	1	1	1	0	1	0	0	1	0	1	0	0	1	2	1	1	1	0	1	0	1	0	1	2	1	1	1	1	1	1	0	0	1	1	1
66	1	0	0	1	1	0	1	2	0	1	1	1	1	1	1	1	0	0	0	1	1	2	2	1	1	0	0	0	1	0	1	1	2	1	1	1	2
67	1	1	0	0	1	0	0	1	0	1	1	0	1	1	0	1	1	0	1	1	1	0	0	1	1	0	0	0	1	1	1	1	1	1	0	1	1
68	1	0	1	1	0	1	1	2	0	1	1	0	0	1	1	2	0	1	1	1	2	1	1	1	1	0	0	1	0	0	1	1	1	0	1	0	1
69	1	1	0	1	1	0	0	1	1	1	1	0	0	1	1	1	1	0	1	1	0	1	0	0	1	1	1	1	1	0	1	0	1	1	0	0	1
70	1	0	1	1	0	1	1	0	1	2	1	1	1	1	0	1	1	0	1	1	1	1	1	1	0	0	0	1	0	1	2	1	1	1	1	0	1
;


# integer value from 0 - 2 depending on how grutor g indicated their preference for shift t
param grutorPrefs:
M1 M2 M3 M4 M5 M6 M7
T1 T2 T3 T4 T5 T6 T7
W1 W2 W3 W4 W5 W6 W7
R1 R2 R3
F1 F2
S1 S2 S3 S4 S5
U1 U2 U3 U4 U5 U6 := 
1	1	0	0	0	0	0	2	0	1	0	0	2	2	0	1	2	0	0	0	2	2	1	2	0	1	0	0	0	0	0	1	2	0	0	2	0	1
2	0	1	1	0	0	2	0	2	2	1	1	1	1	0	1	0	2	0	0	2	1	1	2	1	0	0	1	0	1	0	0	2	0	0	1	2	2
3	0	1	0	1	0	0	0	2	1	2	0	2	0	1	2	0	2	0	0	0	1	1	0	1	0	2	1	1	0	1	2	2	1	2	2	0	0
4	0	1	2	0	1	0	2	1	2	0	0	1	0	2	0	2	0	0	1	2	0	0	0	0	1	0	2	1	1	2	0	2	1	0	0	0	2
5	1	0	1	0	1	0	1	0	0	1	2	0	1	2	0	1	0	0	0	2	2	2	1	0	2	0	2	0	0	2	0	0	0	2	1	0	2
6	1	2	1	0	1	0	1	0	0	2	0	0	0	0	2	0	0	0	1	0	0	2	1	0	0	0	1	2	2	0	1	2	1	2	0	0	1
7	0	0	0	0	2	2	0	2	0	0	1	0	0	0	2	0	2	2	0	1	0	0	0	1	2	0	0	0	1	1	0	2	0	2	0	1	0
8	1	0	1	0	1	1	0	0	0	2	2	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	1	0	0	2	1	2	0	0
9	0	1	0	1	1	1	0	2	0	2	1	1	1	2	0	0	0	1	0	0	0	0	1	1	0	0	2	0	1	1	0	2	2	0	0	0	1
10	0	1	2	0	2	0	0	2	2	0	1	1	0	0	2	2	0	0	0	2	1	0	0	2	2	2	0	1	2	2	0	0	1	1	0	0	0
11	2	1	0	1	0	2	0	0	2	1	0	0	0	0	0	2	2	1	0	0	2	1	0	2	1	0	1	1	0	0	0	1	2	1	2	0	0
12	2	1	1	0	1	0	0	2	0	0	2	0	1	2	0	0	2	0	2	2	1	1	0	2	0	1	0	1	1	0	1	0	2	0	1	0	2
13	2	2	0	0	0	1	2	2	2	1	0	1	2	0	0	1	0	0	1	0	2	0	1	0	0	0	0	0	1	2	2	2	1	0	0	2	0
14	2	0	1	1	1	1	0	2	1	2	0	2	2	1	0	0	2	2	0	0	2	0	2	0	2	1	1	2	0	1	0	0	1	2	0	1	1
15	1	1	1	0	1	2	2	0	2	0	0	0	1	2	0	0	0	0	2	0	0	0	2	0	2	0	0	0	1	0	1	0	2	0	2	1	0
16	2	1	1	2	1	0	0	0	0	2	1	2	2	0	0	1	1	1	1	1	0	1	1	2	1	2	2	0	2	0	0	0	1	0	1	2	0
17	0	0	1	2	2	2	1	0	1	0	1	2	2	0	1	0	0	0	0	2	2	2	0	2	2	1	1	1	2	2	2	2	0	2	2	0	0
18	1	1	1	1	0	0	0	0	0	1	0	2	2	1	0	2	2	2	0	1	1	0	0	0	1	1	2	2	1	0	2	1	0	0	2	2	2
19	1	0	1	0	2	0	0	1	1	0	1	1	1	2	0	0	2	1	2	2	0	2	0	1	0	0	2	0	1	1	0	1	0	0	2	0	2
20	0	0	0	2	0	0	0	2	0	0	2	1	1	0	0	1	1	0	0	0	2	1	2	0	2	2	1	0	0	0	0	0	2	0	1	1	2
21	1	0	2	0	1	2	0	1	1	0	1	0	1	0	2	0	0	0	1	0	0	1	2	2	1	2	0	1	2	0	0	2	1	1	0	2	2
22	2	1	2	0	2	1	1	0	0	1	0	0	2	2	0	0	0	0	0	1	0	1	0	0	2	0	0	2	0	2	0	2	0	0	0	2	0
;

param grutorsPerStudent := 6;
param oddsOfStudentComing := 0.5;
param maxShiftsPerGrutor := 3;
